Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
,2.6,0.504,5.1,1.2,0.35,3.5,4.5,0.2,2.2,3.8,0.441,8.6,0.7,0.79,0.8,75.0,63.0,27.6,0.5,2.4,9.5,SG,0.9,1.7,2.7,IND,0.512,2.9,0.567,5.2,0.9,0.357,2.5,4.1,0.1,1.5,3.8,0.498,7.7,0.7,0.804,0.8,68.0,47.0,25.0,0.5,2.1,9.2,PG,0.9,1.5,2.1,IND,0.557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.0,0.488,8.2,1.3,0.323,4.0,1.5,0.2,3.0,5.3,0.434,12.2,4.8,0.828,5.8,78.0,17.0,28.5,1.1,2.1,16.7,SG,0.6,1.9,4.1,IND,0.487,3.7,0.481,7.6,1.4,0.374,3.6,2.0,0.2,2.9,5.0,0.446,11.2,3.1,0.821,3.8,59.0,19.0,26.1,1.0,2.0,14.5,SF,0.6,1.6,4.0,IND,0.507,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3,0.301,4.4,0.5,0.385,1.4,2.6,0.1,1.9,1.9,0.321,5.8,0.7,0.591,1.2,37.0,1.0,18.1,0.3,1.8,5.0,SG,0.7,1.8,2.2,SAS,0.367,1.5,0.563,2.6,0.2,0.218,0.9,2.7,0.1,1.2,1.7,0.474,3.5,0.9,0.667,1.3,61.0,3.0,14.4,0.3,1.5,4.4,SG,0.5,0.9,1.5,SAS,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2,0.443,2.7,0.6,0.325,1.7,1.2,0.1,1.6,1.7,0.396,4.4,1.3,0.75,1.7,46.0,7.0,17.1,0.4,1.0,5.3,SG,0.3,0.9,2.0,CHO,0.46,1.1,0.523,2.2,0.6,0.333,1.7,0.9,0.2,1.4,1.7,0.439,3.9,1.1,0.776,1.4,59.0,14.0,14.9,0.3,1.3,5.1,SG,0.4,0.5,1.7,CHO,0.513,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1,0.5,0.2,0.4,0.16,2.5,0.4,0.0,0.4,0.5,0.185,2.7,0.2,1.0,0.2,10.0,0.0,9.0,0.2,0.6,1.6,SF,0.2,0.0,0.6,DET,0.259,0.1,0.25,0.4,0.8,0.32,2.5,0.3,0.1,0.7,0.9,0.31,2.9,0.8,0.8,1.0,10.0,0.0,8.4,0.3,0.5,3.4,SF,0.0,0.0,1.0,DET,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.435,0.9,0.9,0.338,2.7,0.6,0.1,1.3,1.3,0.363,3.6,0.3,0.833,0.4,51.0,4.0,15.9,0.7,1.2,3.8,SF,0.2,0.4,1.9,ORL,0.489,0.1,0.615,0.2,1.2,0.373,3.3,0.5,0.1,0.9,1.4,0.388,3.5,0.4,0.808,0.4,59.0,13.0,13.8,0.5,1.0,4.3,SF,0.3,0.3,1.4,ORL,0.563,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.0,0.6,5.0,0.0,,0.0,0.0,1.0,1.0,3.0,0.6,5.0,1.0,0.25,4.0,1.0,0.0,21.0,2.0,0.0,7.0,C,0.0,0.0,3.0,POR,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.5,1.0,0.0,,0.0,0.5,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,SF,0.0,1.0,1.0,SAC,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4,0.565,2.5,0.4,0.354,1.3,0.8,0.2,1.8,1.9,0.495,3.8,0.5,0.625,0.8,76.0,6.0,15.5,0.6,1.3,4.7,SG,0.5,0.5,2.4,DEN,0.554,1.9,0.498,3.9,0.8,0.384,2.0,1.6,0.4,2.8,2.7,0.46,5.9,1.1,0.694,1.6,82.0,4.0,20.2,1.0,1.7,7.3,SG,0.5,0.7,3.7,DEN,0.525,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2,0.514,2.4,0.0,0.083,0.2,0.5,1.0,1.5,1.2,0.48,2.6,0.6,0.627,1.0,58.0,19.0,13.8,1.4,2.2,3.1,C,0.4,0.3,2.9,TOR,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.1,0.4,0.375,1.1,0.6,0.0,0.9,0.4,0.333,1.3,0.0,,0.0,7.0,0.0,5.9,0.1,0.4,1.3,SF,0.0,0.0,1.0,LAL,0.5,0.3,0.625,0.4,0.6,0.333,1.7,0.3,0.1,0.3,0.8,0.395,2.1,0.1,1.0,0.1,18.0,0.0,4.8,0.1,0.2,2.3,SF,0.1,0.4,0.4,MIA,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,0.556,1.2,0.2,0.259,0.7,0.6,0.1,0.7,0.8,0.444,1.9,0.4,0.667,0.6,38.0,0.0,5.6,0.3,0.6,2.2,SG,0.3,0.2,1.0,CHI,0.493,0.9,0.627,1.4,0.3,0.23,1.3,1.4,0.3,1.4,1.2,0.439,2.7,0.4,0.581,0.7,59.0,2.0,11.5,0.5,1.4,3.1,SG,0.5,0.5,1.9,CHI,0.494,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,1.0,0.5,0.8,0.3,2.5,0.3,0.3,1.3,1.3,0.417,3.0,0.5,1.0,0.5,4.0,0.0,6.3,0.3,0.5,3.8,SF,0.0,0.0,1.5,HOU,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6,0.553,3.0,0.9,0.307,3.0,0.8,0.3,2.0,2.6,0.429,6.0,0.6,0.631,0.9,70.0,4.0,18.0,0.7,1.5,6.7,PF,0.4,0.8,2.8,MEM,0.506,1.8,0.478,3.8,0.7,0.293,2.5,1.2,0.2,2.4,2.5,0.403,6.3,0.7,0.691,1.0,65.0,13.0,18.1,0.8,1.1,6.5,PF,0.4,0.9,3.2,2TM,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.4,1.0,0.0,,0.0,0.0,0.0,0.0,0.4,0.4,1.0,0.0,,0.0,5.0,0.0,2.4,0.2,0.2,0.8,SG,0.0,0.0,0.2,NOP,0.4,0.5,0.273,1.8,0.2,0.5,0.3,0.8,0.2,1.0,0.7,0.308,2.2,0.8,0.833,1.0,6.0,0.0,9.2,0.2,0.7,2.3,SG,0.3,0.0,1.2,NOP,0.346,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6,0.561,2.9,0.0,0.0,0.1,0.9,0.7,2.0,1.6,0.535,3.1,0.6,0.72,0.9,28.0,0.0,14.6,1.6,2.0,3.9,PF,0.4,0.5,3.6,SAS,0.535,1.6,0.51,3.2,0.1,0.333,0.3,1.1,0.4,2.1,1.7,0.496,3.4,0.9,0.69,1.3,33.0,1.0,12.7,1.4,1.4,4.4,PF,0.4,0.3,3.4,SAS,0.509,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.667,1.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.4,2.5,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,2.0,SG,0.0,0.0,1.0,ATL,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.5,1.7,0.3,0.263,1.3,1.5,0.3,1.5,1.2,0.4,3.0,0.2,1.0,0.2,15.0,1.0,10.5,0.1,1.5,2.9,SG,0.7,0.2,1.6,2TM,0.456,0.9,0.5,1.8,0.8,0.412,1.9,1.6,0.3,0.9,1.7,0.455,3.7,0.2,1.0,0.2,9.0,0.0,14.6,0.7,1.3,4.3,SG,1.0,0.6,1.6,MIA,0.561,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.492,2.1,0.5,0.314,1.5,2.3,0.2,2.6,1.5,0.418,3.5,0.4,0.65,0.7,59.0,11.0,17.7,0.6,1.7,3.8,PG,0.7,1.0,3.2,NOP,0.483,1.6,0.551,2.9,0.7,0.311,2.2,2.7,0.4,2.9,2.3,0.447,5.1,0.6,0.642,0.9,61.0,16.0,22.3,1.0,1.7,5.8,PG,1.4,1.0,3.9,NOP,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8,0.45,1.7,0.3,0.375,0.7,0.3,0.3,1.3,1.0,0.429,2.3,0.3,1.0,0.3,12.0,0.0,7.0,0.3,0.7,2.6,PF,0.3,0.1,1.7,CLE,0.482,0.7,0.5,1.4,0.3,0.3,1.0,0.6,0.0,0.7,1.0,0.417,2.4,0.0,0.0,0.1,10.0,0.0,7.2,0.3,0.6,2.3,PF,0.2,0.2,1.0,CLE,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.5,1.0,0.2,0.286,0.6,0.9,0.2,0.6,0.7,0.421,1.6,0.1,0.5,0.2,12.0,0.0,5.5,0.2,0.4,1.6,SG,0.2,0.3,0.8,BOS,0.474,0.3,0.4,0.6,0.4,0.429,0.9,1.3,0.1,1.0,0.6,0.417,1.5,0.4,0.75,0.5,8.0,0.0,4.9,0.3,0.5,2.0,SG,0.1,0.3,1.3,BOS,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.1,0.487,6.3,1.5,0.307,4.9,1.3,0.9,5.7,4.6,0.408,11.3,2.1,0.786,2.6,79.0,79.0,31.0,1.5,2.9,12.8,PF,0.5,1.3,7.2,HOU,0.475,3.2,0.53,6.0,1.8,0.363,5.0,1.6,0.8,6.3,5.0,0.454,11.0,2.0,0.811,2.4,76.0,76.0,31.9,1.8,2.6,13.7,PF,0.7,1.2,8.1,HOU,0.537,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2,0.472,2.5,0.3,0.286,1.0,0.6,0.2,1.5,1.5,0.419,3.5,0.6,0.756,0.8,56.0,0.0,11.1,0.9,1.2,3.9,SF,0.2,0.5,2.3,POR,0.46,2.7,0.522,5.1,0.6,0.295,1.9,1.0,0.3,5.0,3.3,0.46,7.1,1.8,0.754,2.4,72.0,23.0,23.6,2.1,2.4,8.9,SF,0.6,0.9,7.1,POR,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3,0.5,0.6,0.2,0.333,0.5,0.2,0.1,0.6,0.5,0.421,1.1,0.1,0.667,0.2,17.0,0.0,3.9,0.4,0.5,1.2,SF,0.2,0.1,1.0,DEN,0.5,0.0,0.0,1.5,0.5,0.2,2.5,0.3,0.3,2.0,0.5,0.125,4.0,0.0,,0.0,4.0,0.0,16.0,1.0,0.8,1.5,SF,1.0,0.5,3.0,MEM,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,1.0,0.333,3.0,7.0,0.0,4.0,1.0,0.333,3.0,0.0,,0.0,1.0,0.0,41.0,0.0,3.0,3.0,PG,3.0,2.0,4.0,MEM,0.5,0.2,0.375,0.6,1.2,0.405,3.1,3.3,0.1,0.9,1.5,0.4,3.7,0.0,1.0,0.0,41.0,14.0,17.0,0.2,1.0,4.2,PG,0.8,0.7,1.1,2TM,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7,0.469,3.7,1.3,0.404,3.3,1.4,0.1,1.6,3.0,0.438,6.9,1.4,0.823,1.6,48.0,5.0,14.8,0.2,1.3,8.8,SG,0.4,1.0,1.9,DAL,0.533,1.6,0.447,3.5,1.1,0.362,3.1,1.5,0.1,1.5,2.7,0.407,6.6,0.8,0.776,1.0,73.0,7.0,13.5,0.3,1.1,7.3,SG,0.3,0.8,1.8,DAL,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9,0.457,8.6,1.6,0.343,4.7,5.2,0.2,2.9,5.5,0.416,13.3,3.6,0.747,4.8,74.0,73.0,31.1,1.0,3.3,16.3,SG,0.8,3.2,3.9,DET,0.477,3.8,0.485,7.8,1.6,0.336,4.8,3.8,0.5,2.3,5.4,0.429,12.6,2.9,0.749,3.9,77.0,61.0,28.8,1.1,2.6,15.4,SG,0.7,2.5,3.4,DET,0.492,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.542,0.7,0.7,0.338,2.0,0.6,0.1,1.3,1.1,0.389,2.7,0.2,0.778,0.3,35.0,0.0,11.8,0.5,1.4,3.0,PF,0.3,0.5,1.8,MEM,0.516,1.9,0.442,4.2,1.5,0.34,4.5,1.7,0.3,2.2,3.4,0.389,8.7,2.6,0.826,3.1,35.0,6.0,23.0,1.5,2.0,10.8,PF,0.8,1.3,3.7,MEM,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9,0.652,5.9,0.0,0.0,0.0,1.1,0.9,5.5,3.9,0.648,5.9,1.4,0.611,2.3,67.0,31.0,24.9,3.4,2.7,9.1,C,0.7,1.4,8.9,DET,0.648,5.7,0.623,9.2,0.0,0.0,0.1,2.4,0.8,8.5,5.7,0.619,9.2,2.3,0.79,3.0,61.0,60.0,29.1,3.1,3.1,13.8,C,0.5,2.1,11.6,DET,0.619,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.5,0.579,7.9,1.0,0.356,2.7,3.3,0.5,3.4,5.5,0.521,10.6,2.1,0.812,2.5,75.0,62.0,30.3,1.1,2.5,14.1,SG,1.4,1.6,4.5,OKC,0.567,6.1,0.576,10.6,1.5,0.427,3.4,4.5,0.6,3.5,7.5,0.54,14.0,2.5,0.814,3.1,71.0,71.0,31.3,0.5,2.5,19.1,PF,1.1,1.7,4.0,OKC,0.592,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7,0.652,2.6,0.4,0.35,1.1,0.7,0.1,2.1,2.1,0.561,3.7,0.9,0.773,1.2,18.0,0.0,13.3,0.8,1.2,5.4,PF,0.6,0.3,2.9,MIA,0.614,0.9,0.479,1.8,0.4,0.355,1.2,0.4,0.2,0.8,1.3,0.43,3.0,0.7,0.783,0.9,26.0,1.0,10.0,0.6,0.8,3.7,PF,0.4,0.3,1.4,MIA,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8,0.5,1.6,0.4,0.333,1.2,0.8,0.4,1.0,1.2,0.429,2.8,0.2,0.5,0.4,5.0,0.0,14.2,0.2,1.2,3.0,PG,0.8,0.8,1.2,2TM,0.5,1.0,0.474,2.1,0.1,0.111,1.0,1.2,0.0,1.8,1.1,0.357,3.1,0.0,,0.0,9.0,0.0,10.6,0.3,1.1,2.3,PG,0.1,1.0,2.1,2TM,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.5,1.7,0.4,0.25,1.4,0.3,0.1,1.9,1.2,0.386,3.1,0.4,1.0,0.4,14.0,0.0,14.1,0.8,1.6,3.2,SG,0.3,0.2,2.6,DET,0.443,1.2,0.6,2.1,0.7,0.387,1.8,0.8,0.8,1.8,1.9,0.5,3.9,0.3,0.625,0.5,17.0,0.0,14.4,0.2,1.6,4.9,SG,0.2,0.4,1.9,DET,0.591,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.565,1.6,0.4,0.278,1.3,1.9,0.0,1.4,1.3,0.439,2.9,0.0,0.0,0.1,14.0,0.0,8.9,0.1,0.5,2.9,PG,0.1,0.7,1.6,LAC,0.5,0.9,0.375,2.3,0.0,0.0,0.4,2.3,0.1,1.6,0.9,0.316,2.7,0.0,,0.0,7.0,0.0,10.1,0.9,0.4,1.7,PG,0.3,0.3,2.4,UTA,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1,0.463,2.5,0.9,0.407,2.3,1.6,0.2,4.0,2.1,0.436,4.8,0.8,0.704,1.1,49.0,36.0,18.7,0.9,2.3,5.9,C,0.6,0.8,4.9,OKC,0.534,0.6,0.5,1.2,0.8,0.368,2.1,1.6,0.4,2.9,1.4,0.417,3.3,0.5,0.805,0.6,69.0,1.0,13.0,0.5,1.4,4.0,C,0.4,0.5,3.4,OKC,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.2,0.677,6.2,0.6,0.375,1.6,2.0,0.4,1.0,4.8,0.615,7.8,0.4,0.667,0.6,5.0,4.0,25.4,2.0,2.6,10.6,SG,0.6,0.8,3.0,POR,0.654,1.1,0.556,2.0,0.1,0.4,0.2,0.3,0.0,0.5,1.2,0.54,2.3,0.3,0.538,0.6,22.0,0.0,5.9,0.5,0.5,2.9,SG,0.2,0.2,1.0,HOU,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.9,0.519,7.5,0.6,0.246,2.4,2.5,0.4,3.6,4.5,0.453,9.9,1.4,0.698,2.1,56.0,53.0,26.0,1.7,2.5,11.0,PF,0.8,1.7,5.3,SAS,0.483,3.6,0.492,7.4,0.9,0.308,3.1,3.4,0.5,4.6,4.6,0.438,10.5,1.5,0.771,1.9,74.0,73.0,29.6,1.9,2.3,11.6,PF,0.8,1.9,6.4,SAS,0.483,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.5,0.5,0.9,0.4,0.229,1.8,0.6,0.5,0.7,0.9,0.321,2.8,0.2,0.75,0.2,19.0,1.0,11.6,0.2,1.2,2.4,C,0.4,0.1,0.9,POR,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8,0.485,3.6,0.6,0.243,2.5,1.0,0.3,2.0,2.4,0.386,6.1,0.5,0.519,1.0,28.0,5.0,15.1,0.4,1.7,5.8,SG,0.4,0.6,2.3,WAS,0.436,1.0,0.421,2.3,0.3,0.35,0.8,0.6,0.2,1.1,1.2,0.403,3.1,0.3,0.583,0.5,50.0,6.0,12.3,0.4,1.1,3.0,SG,0.4,0.3,1.4,WAS,0.448,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1,0.488,2.3,0.8,0.238,3.5,0.4,0.2,1.7,1.9,0.337,5.8,0.1,0.5,0.2,18.0,0.0,12.9,0.4,0.7,4.8,SG,0.2,0.2,2.2,UTA,0.409,1.0,0.576,1.7,1.6,0.416,3.9,1.2,0.1,1.5,2.6,0.464,5.5,0.5,0.714,0.7,20.0,5.0,18.6,0.4,1.5,7.2,SG,0.2,0.7,1.8,UTA,0.609,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,0.462,1.4,0.3,0.2,1.7,1.2,0.0,1.0,1.0,0.321,3.1,0.8,0.778,1.0,9.0,0.0,9.2,0.3,0.7,3.1,SF,0.1,0.8,1.3,SAS,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1,0.533,2.0,0.1,0.333,0.4,0.3,0.4,1.3,1.2,0.5,2.4,0.5,1.0,0.5,15.0,0.0,6.4,0.3,0.7,3.1,SF,0.3,0.2,1.7,MIN,0.528,0.4,0.5,0.8,0.1,0.4,0.3,0.3,0.2,0.4,0.5,0.472,1.1,0.4,0.857,0.4,32.0,0.0,2.8,0.1,0.3,1.6,SF,0.2,0.1,0.5,MIN,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5,0.542,2.8,1.9,0.402,4.8,0.6,0.3,2.9,3.5,0.454,7.6,0.8,0.824,1.0,17.0,3.0,18.8,0.6,1.5,9.7,SF,0.4,0.6,3.5,2TM,0.581,0.9,0.504,1.7,1.4,0.365,3.7,1.4,0.6,2.2,2.2,0.408,5.4,1.0,0.815,1.2,74.0,59.0,19.8,0.6,1.0,6.8,SF,0.6,0.8,2.8,SAS,0.534,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.364,2.8,0.8,0.25,3.0,1.0,1.3,3.0,1.8,0.304,5.8,0.0,0.0,0.3,4.0,0.0,22.3,0.8,2.3,4.3,SF,0.5,1.0,3.8,POR,0.37,0.3,0.4,0.7,0.4,0.245,1.4,0.6,0.3,0.8,0.6,0.297,2.2,0.1,0.556,0.3,34.0,1.0,11.2,0.9,1.0,1.8,SF,0.3,0.3,1.6,POR,0.378,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9,0.527,3.5,2.6,0.411,6.3,1.2,0.5,3.5,4.4,0.453,9.8,0.8,0.765,1.0,80.0,78.0,29.8,1.1,2.0,12.2,SF,0.8,0.8,4.6,SAC,0.584,3.4,0.56,6.0,2.4,0.358,6.6,1.7,0.8,4.1,5.8,0.454,12.7,1.3,0.831,1.6,77.0,77.0,33.6,1.4,2.7,15.2,SF,1.0,0.8,5.5,SAC,0.548,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.7,0.667,1.0,0.0,0.0,0.2,0.5,0.0,0.7,0.7,0.571,1.2,0.2,0.5,0.3,6.0,0.0,6.7,0.3,1.5,1.5,SG,0.7,0.3,1.0,IND,0.571,0.5,0.615,0.9,0.0,0.0,0.1,0.3,0.0,0.1,0.5,0.533,1.0,0.3,0.625,0.5,15.0,0.0,4.2,0.2,0.6,1.4,SG,0.0,0.1,0.3,IND,0.533,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.485,1.9,0.1,0.133,0.4,1.6,0.1,0.8,1.0,0.422,2.3,0.2,0.462,0.4,36.0,0.0,7.8,0.3,0.4,2.2,PG,0.3,0.5,1.1,MEM,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8,0.566,3.2,0.3,0.353,0.7,0.8,0.1,1.3,2.0,0.527,3.9,0.7,0.593,1.1,24.0,1.0,7.3,0.8,1.2,5.0,PF,0.2,0.5,2.1,MEM,0.559,1.4,0.537,2.6,0.3,0.292,1.1,1.6,0.2,1.2,1.7,0.462,3.7,0.8,0.654,1.2,21.0,0.0,9.5,0.6,1.1,4.6,PF,0.3,0.7,1.8,3TM,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.1,0.25,0.3,0.4,0.5,0.8,0.4,0.1,0.3,0.4,0.438,1.0,0.3,0.571,0.4,16.0,0.0,4.4,0.3,0.6,1.5,SG,0.3,0.1,0.5,SAC,0.625,0.6,0.578,1.1,1.2,0.417,2.9,1.5,0.5,1.6,1.9,0.461,4.1,0.5,0.743,0.6,57.0,21.0,17.2,0.6,2.0,5.4,SG,0.9,0.6,2.2,SAC,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.484,1.9,0.5,0.372,1.3,0.5,0.1,1.2,1.4,0.439,3.1,0.9,0.756,1.2,34.0,0.0,13.4,0.8,1.6,4.1,SG,0.5,0.6,2.1,ORL,0.514,1.0,0.667,1.5,0.0,,0.0,0.5,0.0,1.0,1.0,0.667,1.5,0.0,,0.0,2.0,0.0,3.0,0.0,1.5,2.0,SG,0.0,0.5,1.0,ORL,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.3,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.4,1.3,1.0,0.667,1.5,4.0,0.0,4.5,0.3,0.0,2.5,SG,0.3,1.3,0.8,GSW,0.6,0.6,0.453,1.4,0.9,0.364,2.4,1.0,0.1,1.4,1.5,0.397,3.8,0.5,0.69,0.8,37.0,0.0,10.6,0.6,1.2,4.4,SG,0.2,0.5,1.9,GSW,0.511,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9,0.539,5.4,1.2,0.302,3.9,1.9,0.1,2.3,4.1,0.44,9.3,0.9,0.829,1.1,66.0,32.0,23.5,0.4,1.7,10.2,SG,0.5,1.2,2.7,SAS,0.503,2.4,0.494,4.8,1.2,0.347,3.6,2.1,0.1,1.6,3.6,0.432,8.4,0.7,0.873,0.8,75.0,29.0,21.3,0.4,1.3,9.2,PG,0.4,1.2,2.0,SAS,0.506,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9,0.485,1.9,0.9,0.331,2.7,0.7,0.1,1.5,1.8,0.395,4.7,0.5,0.73,0.7,52.0,11.0,13.5,0.7,1.4,5.1,SF,0.4,0.9,2.2,MIL,0.492,1.1,0.56,1.9,0.6,0.4,1.6,0.6,0.1,1.6,1.7,0.488,3.5,0.4,0.679,0.6,48.0,1.0,12.7,0.5,1.1,4.4,SF,0.3,0.6,2.1,MIL,0.578,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3.7,0.637,5.8,0.0,,0.0,0.4,1.0,4.9,3.7,0.637,5.8,1.6,0.691,2.3,43.0,17.0,19.3,2.2,2.2,9.0,C,0.7,0.9,7.1,CHO,0.637,5.2,0.649,7.9,0.0,,0.0,1.2,1.1,5.7,5.2,0.649,7.9,2.4,0.719,3.4,19.0,19.0,26.7,4.0,2.6,12.7,C,0.8,0.9,9.7,CHO,0.649,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.4,0.409,1.1,0.6,0.419,1.5,0.5,0.2,1.7,1.1,0.415,2.6,0.3,0.875,0.4,41.0,3.0,12.5,0.2,0.8,3.1,SG,0.2,0.3,1.8,LAL,0.538,0.9,0.496,1.8,0.6,0.356,1.8,0.9,0.3,1.9,1.5,0.427,3.6,0.5,0.783,0.7,67.0,7.0,14.1,0.2,0.9,4.2,SG,0.3,0.5,2.1,LAL,0.515,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,PF,0.0,0.0,0.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,0.511,2.0,0.0,0.5,0.1,0.2,0.4,0.9,1.1,0.511,2.1,0.5,0.625,0.7,22.0,1.0,8.9,1.4,0.7,2.7,C,0.3,0.4,2.3,LAC,0.521,0.9,0.526,1.7,0.0,,0.0,0.4,0.1,0.8,0.9,0.526,1.7,0.8,0.643,1.3,11.0,0.0,5.8,1.4,0.4,2.6,C,0.5,0.2,2.2,LAC,0.526,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3,0.588,2.3,0.5,0.229,2.3,0.7,0.1,1.5,1.9,0.406,4.6,1.2,0.947,1.3,15.0,8.0,13.6,0.6,1.3,5.5,PF,0.5,0.7,2.1,MIA,0.464,1.3,0.525,2.6,1.4,0.399,3.5,2.0,0.3,3.6,2.8,0.452,6.1,0.7,0.702,1.0,46.0,38.0,19.5,0.5,1.8,7.7,PF,0.5,0.9,4.2,MIA,0.568,,,,,,,,,,,,,,,,,,,,,,,,,,,
