Player,yr1.2P,yr1.2P%,yr1.2PA,yr1.3P,yr1.3P%,yr1.3PA,yr1.AST,yr1.BLK,yr1.DRB,yr1.FG,yr1.FG%,yr1.FGA,yr1.FT,yr1.FT%,yr1.FTA,yr1.G,yr1.GS,yr1.MP,yr1.ORB,yr1.PF,yr1.PTS,yr1.Pos,yr1.STL,yr1.TOV,yr1.TRB,yr1.Team,yr1.eFG%,yr2.2P,yr2.2P%,yr2.2PA,yr2.3P,yr2.3P%,yr2.3PA,yr2.AST,yr2.BLK,yr2.DRB,yr2.FG,yr2.FG%,yr2.FGA,yr2.FT,yr2.FT%,yr2.FTA,yr2.G,yr2.GS,yr2.MP,yr2.ORB,yr2.PF,yr2.PTS,yr2.Pos,yr2.STL,yr2.TOV,yr2.TRB,yr2.Team,yr2.eFG%,yr3.2P,yr3.2P%,yr3.2PA,yr3.3P,yr3.3P%,yr3.3PA,yr3.AST,yr3.BLK,yr3.DRB,yr3.FG,yr3.FG%,yr3.FGA,yr3.FT,yr3.FT%,yr3.FTA,yr3.G,yr3.GS,yr3.MP,yr3.ORB,yr3.PF,yr3.PTS,yr3.Pos,yr3.STL,yr3.TOV,yr3.TRB,yr3.Team,yr3.eFG%
Ben Sheppard,1.2,0.57,2.0,0.4,0.293,1.5,0.6,0.4,2.2,1.6,0.453,3.5,0.6,0.629,0.9,39.0,5.0,16.1,1.0,1.6,4.2,SF,0.3,0.5,3.3,DEN,0.515,1.3,0.569,2.3,0.8,0.324,2.5,1.0,0.6,2.3,2.1,0.442,4.8,0.7,0.7,0.9,75.0,37.0,20.0,1.2,2.3,5.7,SF,0.5,0.6,3.5,DEN,0.526,1.4,0.603,2.3,0.8,0.326,2.4,0.8,0.6,2.2,2.1,0.461,4.6,0.4,0.611,0.6,58.0,27.0,18.5,1.1,2.3,5.4,SF,0.4,0.4,3.3,DEN,0.545
Ben Simmons,1.5,0.559,2.7,1.2,0.371,3.2,1.0,0.5,3.3,2.7,0.458,5.9,1.1,0.919,1.2,53.0,7.0,20.0,1.1,1.5,7.6,C,0.6,0.8,4.3,ATL,0.558,0.9,0.533,1.6,1.4,0.348,4.0,1.2,0.6,2.9,2.3,0.402,5.6,1.1,0.824,1.3,64.0,10.0,20.4,0.9,2.0,7.0,PF,0.3,0.8,3.8,2TM,0.525,0.5,0.5,1.0,1.1,0.378,3.0,0.9,0.3,2.0,1.6,0.407,4.0,0.4,0.818,0.5,47.0,2.0,12.2,0.3,1.2,4.8,C,0.2,0.4,2.3,OKC,0.55
Bennedict Mathurin,3.2,0.454,7.1,0.1,0.265,0.4,2.9,0.4,4.3,3.3,0.443,7.5,1.3,0.709,1.8,81.0,48.0,21.5,1.4,1.9,8.1,PG,1.2,1.7,5.7,SAS,0.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.481,8.0,0.6,0.369,1.7,4.1,0.3,4.8,4.5,0.462,9.7,1.4,0.798,1.7,66.0,58.0,25.6,1.0,2.2,10.9,PG,1.7,1.9,5.8,SAS,0.494
Bilal Coulibaly,0.3,0.261,1.0,0.5,0.306,1.5,0.2,0.1,0.8,0.7,0.288,2.5,0.4,0.692,0.5,24.0,0.0,7.3,0.3,0.4,2.3,SF,0.3,0.3,1.0,CLE,0.381,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,SF,0.0,0.0,0.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismack Biyombo,4.5,0.531,8.4,0.7,0.32,2.2,1.9,0.4,4.0,5.2,0.487,10.7,0.7,0.598,1.1,81.0,81.0,32.2,2.3,2.2,11.8,PF,1.7,1.3,6.3,IND,0.521,4.8,0.564,8.6,0.6,0.349,1.8,2.5,0.4,4.1,5.5,0.527,10.4,1.1,0.644,1.7,81.0,81.0,30.7,2.4,2.4,12.6,PF,1.5,1.5,6.5,IND,0.557,3.0,0.501,5.9,1.2,0.356,3.5,1.8,0.4,3.5,4.2,0.448,9.4,0.7,0.583,1.1,64.0,16.0,24.9,1.5,2.1,10.3,PF,1.4,1.6,4.9,CHI,0.513
Blake Wesley,0.5,0.32,1.5,1.0,0.362,2.8,0.4,0.3,2.2,1.5,0.347,4.2,0.5,1.0,0.5,17.0,0.0,13.4,0.0,1.8,4.4,SF,0.2,0.4,2.2,LAL,0.465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boban Marjanović,3.0,0.512,5.9,0.0,0.0,0.1,1.5,0.4,2.7,3.0,0.503,6.0,1.0,0.637,1.6,58.0,0.0,14.1,1.1,2.6,7.0,PF,0.5,1.3,3.8,SAC,0.503,3.0,0.558,5.4,0.0,0.0,0.0,1.3,0.4,3.2,3.0,0.554,5.5,0.8,0.776,1.1,46.0,17.0,14.5,0.9,2.6,6.9,C,0.5,1.0,4.1,SAC,0.554,0.9,0.459,1.9,0.2,0.348,0.6,0.8,0.3,2.7,1.1,0.433,2.6,0.4,0.593,0.7,38.0,0.0,9.2,0.8,1.4,2.8,C,0.2,0.5,3.5,POR,0.474
Bobby Portis,5.7,0.46,12.4,2.7,0.383,7.1,4.7,0.3,4.0,8.4,0.432,19.5,5.4,0.878,6.1,54.0,54.0,34.5,0.5,3.1,24.9,SG,0.9,3.6,4.5,PHO,0.501,7.0,0.536,13.1,2.1,0.326,6.5,6.8,0.2,3.5,9.2,0.467,19.6,6.1,0.866,7.1,64.0,64.0,35.0,0.6,3.1,26.6,SG,0.9,4.1,4.1,PHO,0.521,6.9,0.549,12.6,2.0,0.354,5.7,6.5,0.3,3.8,9.0,0.489,18.3,6.7,0.919,7.3,70.0,70.0,35.9,0.4,3.0,26.6,SG,0.7,3.8,4.2,PHO,0.544
Bogdan Bogdanović,1.7,0.485,3.6,1.5,0.419,3.6,3.8,0.0,1.7,3.3,0.452,7.2,2.2,0.868,2.5,75.0,36.0,23.5,0.4,1.3,10.2,PG,0.7,1.6,2.1,ORL,0.557,2.3,0.511,4.5,1.6,0.421,3.8,5.3,0.0,2.0,3.9,0.47,8.4,2.2,0.866,2.6,81.0,81.0,28.0,0.5,1.4,11.7,PG,0.6,1.6,2.5,ORL,0.566,2.0,0.438,4.6,1.2,0.348,3.5,4.6,0.0,1.8,3.2,0.399,8.1,2.8,0.89,3.2,57.0,13.0,24.9,0.4,1.3,10.5,PG,0.6,1.5,2.1,ORL,0.475
Bojan Bogdanović,3.2,0.508,6.3,1.4,0.468,3.0,5.3,0.2,2.0,4.6,0.495,9.2,1.8,0.882,2.1,69.0,64.0,29.2,0.5,1.8,12.4,PG,1.3,1.2,2.6,IND,0.571,3.0,0.492,6.1,1.0,0.407,2.6,6.0,0.1,2.6,4.1,0.467,8.7,2.1,0.832,2.5,76.0,76.0,28.2,0.5,1.8,11.2,PG,1.4,1.6,3.1,IND,0.527,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bol Bol,0.5,0.5,1.0,0.1,0.286,0.4,0.8,0.1,0.8,0.6,0.444,1.4,0.2,0.571,0.4,20.0,0.0,8.2,0.1,0.6,1.5,SF,0.1,0.3,0.9,DEN,0.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bones Hyland,0.7,0.364,2.0,0.7,0.403,1.7,0.6,0.2,1.8,1.4,0.382,3.7,0.6,0.83,0.7,73.0,31.0,18.5,0.6,1.8,4.1,PF,0.4,0.5,2.4,NYK,0.476,1.2,0.475,2.6,0.5,0.278,1.7,0.6,0.2,2.1,1.7,0.396,4.3,0.6,0.75,0.8,46.0,17.0,17.0,0.5,1.8,4.5,PF,0.4,0.5,2.5,NYK,0.452,0.6,0.4,1.4,0.6,0.308,1.9,0.9,0.0,1.6,1.1,0.348,3.3,0.6,1.0,0.6,7.0,4.0,14.0,0.3,1.6,3.4,PF,0.0,0.9,1.9,BRK,0.435
Bradley Beal,0.1,0.167,0.5,0.1,0.125,0.6,0.1,0.0,0.2,0.2,0.143,1.1,0.1,0.5,0.2,13.0,0.0,2.9,0.0,0.0,0.5,SG,0.1,0.1,0.2,NOP,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Podziemski,4.0,0.4,10.0,1.0,0.5,2.0,4.0,0.0,0.0,5.0,0.417,12.0,7.0,1.0,7.0,1.0,1.0,25.0,0.0,3.0,18.0,PG,0.0,3.0,0.0,BRK,0.458,2.5,0.517,4.8,0.7,0.294,2.5,3.1,0.2,2.1,3.2,0.44,7.3,2.4,0.838,2.8,74.0,4.0,19.4,0.3,1.9,9.6,PG,0.6,1.7,2.4,2TM,0.491,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Boston Jr.,2.7,0.624,4.4,0.1,0.129,0.6,1.3,0.6,3.2,2.8,0.56,5.0,0.8,0.661,1.2,48.0,2.0,15.5,1.2,2.0,6.5,C,0.4,0.5,4.4,PHI,0.568,3.2,0.608,5.2,0.0,,0.0,0.9,1.1,3.1,3.2,0.608,5.2,1.8,0.731,2.5,70.0,4.0,16.9,1.6,2.8,8.2,C,0.6,0.7,4.7,PHO,0.608,5.1,0.648,7.8,0.0,,0.0,1.0,1.3,5.3,5.1,0.648,7.8,2.1,0.788,2.7,44.0,38.0,28.2,2.9,3.8,12.3,C,0.9,1.2,8.1,SAC,0.648
Brandon Clarke,0.4,0.571,0.8,0.0,0.0,0.4,0.3,0.0,0.7,0.4,0.364,1.2,0.1,0.5,0.2,9.0,0.0,3.6,0.3,0.1,1.0,PF,0.2,0.3,1.0,UTA,0.364,0.7,0.566,1.3,0.7,0.41,1.8,0.6,0.1,1.3,1.5,0.475,3.1,0.3,0.833,0.4,59.0,0.0,8.7,0.2,1.0,4.0,PF,0.2,0.4,1.5,UTA,0.594,0.8,0.526,1.5,1.4,0.4,3.4,0.7,0.1,1.7,2.1,0.438,4.9,0.3,0.833,0.4,66.0,1.0,14.0,0.2,1.1,5.9,PF,0.3,0.5,1.9,UTA,0.578
Brandon Ingram,5.9,0.507,11.6,2.4,0.375,6.5,4.5,0.4,3.7,8.3,0.46,18.1,3.6,0.791,4.5,82.0,82.0,36.3,0.7,2.0,22.6,SG,1.2,2.6,4.4,WAS,0.527,6.8,0.548,12.4,2.5,0.351,7.3,5.5,0.7,3.9,9.3,0.475,19.6,4.4,0.808,5.5,82.0,82.0,36.9,1.1,2.8,25.6,SG,1.5,2.7,5.0,WAS,0.54,7.4,0.515,14.4,3.0,0.353,8.4,6.1,0.4,3.3,10.4,0.455,22.9,6.8,0.842,8.0,57.0,57.0,36.0,0.9,2.2,30.5,SG,1.2,3.4,4.2,WAS,0.52
Brandon Miller,2.5,0.542,4.6,0.1,0.667,0.1,0.9,0.6,3.3,2.6,0.545,4.7,1.8,0.718,2.6,33.0,0.0,19.0,2.0,2.5,7.1,C,0.4,1.0,5.4,CHO,0.551,3.8,0.57,6.6,0.1,0.273,0.4,2.1,0.8,4.6,3.9,0.551,7.0,2.3,0.787,2.9,49.0,47.0,25.4,2.2,3.3,10.1,C,0.8,1.3,6.8,CHO,0.559,4.0,0.577,7.0,0.3,0.24,1.3,1.5,0.4,4.3,4.3,0.524,8.3,2.1,0.682,3.1,58.0,39.0,23.1,2.8,2.4,11.1,C,0.7,1.3,7.1,CHO,0.543
Brandon Williams,1.1,0.423,2.7,0.3,0.324,0.9,2.2,0.1,1.8,1.4,0.399,3.5,0.4,0.577,0.7,39.0,0.0,14.3,0.1,1.7,3.5,PG,0.3,0.8,1.9,ORL,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Braxton Key,0.6,0.444,1.3,0.4,0.333,1.3,0.0,0.0,0.6,1.0,0.389,2.6,0.3,1.0,0.3,7.0,0.0,7.6,0.3,0.3,2.7,PF,0.1,0.0,0.9,2TM,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brice Sensabaugh,2.3,0.44,5.3,0.7,0.38,1.9,2.2,0.5,4.5,3.0,0.424,7.2,1.0,0.635,1.5,68.0,25.0,24.7,0.9,2.1,7.8,PF,0.8,1.1,5.4,MIA,0.474,3.5,0.462,7.5,1.5,0.375,3.9,4.3,0.3,4.4,4.9,0.433,11.3,1.3,0.628,2.1,66.0,52.0,29.7,1.0,2.7,12.6,SF,1.1,2.2,5.4,MIA,0.497,4.0,0.431,9.3,0.5,0.222,2.5,4.0,0.5,5.2,4.5,0.388,11.7,1.6,0.667,2.5,11.0,5.0,32.0,1.5,3.5,11.3,SG,0.6,2.2,6.6,MIA,0.411
Brook Lopez,3.6,0.556,6.5,1.6,0.425,3.7,2.3,0.1,2.2,5.2,0.508,10.1,0.6,0.706,0.8,82.0,80.0,31.5,0.7,2.2,12.5,SG,1.0,1.2,2.9,NOP,0.585,3.4,0.506,6.7,1.4,0.432,3.3,1.9,0.2,1.7,4.8,0.481,10.0,0.8,0.763,1.1,53.0,36.0,27.6,0.7,2.1,11.9,SG,0.8,1.1,2.4,NOP,0.553,2.2,0.456,4.8,1.1,0.377,3.0,1.4,0.2,1.8,3.3,0.426,7.8,0.6,0.689,0.8,56.0,6.0,18.2,0.6,1.4,8.3,SG,0.6,0.7,2.3,NOP,0.498
Bruce Brown,0.4,0.444,0.8,0.0,,0.0,0.0,0.3,0.4,0.4,0.444,0.8,0.5,0.833,0.5,11.0,0.0,2.7,0.5,0.1,1.2,C,0.1,0.2,0.8,IND,0.444,0.0,0.0,1.0,0.0,,0.0,0.3,0.3,0.7,0.0,0.0,1.0,0.0,,0.0,3.0,0.0,2.0,0.3,0.0,0.0,C,0.0,0.3,1.0,IND,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bruno Fernando,1.0,0.448,2.2,1.7,0.369,4.5,0.8,0.4,2.2,2.7,0.395,6.7,0.8,0.727,1.1,52.0,3.0,13.0,0.4,2.0,7.7,C,0.2,0.8,2.6,ORL,0.519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce McGowens,1.4,0.4,3.4,0.8,0.25,3.3,1.1,0.2,1.6,2.2,0.327,6.7,0.8,0.867,0.9,16.0,2.0,18.1,0.1,1.6,6.0,SG,0.2,0.6,1.7,ORL,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Boeheim,0.4,0.5,0.9,0.0,0.0,0.6,0.9,0.0,0.4,0.4,0.3,1.4,0.1,0.5,0.3,7.0,0.0,3.1,0.1,0.6,1.0,SG,0.3,0.3,0.6,DEN,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy Hield,2.9,0.544,5.2,3.2,0.359,8.8,2.2,0.4,2.1,6.0,0.428,14.1,2.8,0.809,3.5,69.0,30.0,31.2,0.4,1.7,18.0,SG,0.6,1.9,2.5,HOU,0.54,2.5,0.497,5.0,3.2,0.36,8.8,1.9,0.4,1.9,5.6,0.409,13.8,1.8,0.783,2.2,68.0,53.0,31.7,0.3,2.1,16.2,SG,0.6,1.3,2.2,HOU,0.525,2.1,0.469,4.4,2.7,0.317,8.4,1.5,0.4,1.7,4.8,0.369,12.9,2.3,0.766,3.0,36.0,15.0,28.2,0.3,1.9,14.4,SF,0.6,1.2,2.0,HOU,0.473
CJ McCollum,1.1,0.488,2.3,0.0,0.0,0.1,0.1,0.3,1.2,1.1,0.476,2.3,0.2,0.6,0.3,18.0,0.0,5.4,0.5,0.7,2.4,PF,0.5,0.3,1.7,2TM,0.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cade Cunningham,9.7,0.558,17.3,0.7,0.34,2.2,2.3,2.6,8.6,10.4,0.534,19.5,6.6,0.828,8.0,75.0,75.0,36.4,2.5,2.1,28.1,PF,1.5,2.2,11.1,NOP,0.552,8.6,0.547,15.7,0.9,0.331,2.6,3.9,2.4,8.9,9.5,0.517,18.3,6.1,0.794,7.7,56.0,56.0,33.0,3.1,2.4,25.9,C,1.6,2.0,12.0,NOP,0.54,7.7,0.546,14.2,1.2,0.33,3.5,3.2,2.3,7.0,8.9,0.503,17.7,7.2,0.846,8.5,62.0,62.0,34.4,2.3,2.5,26.1,PF,1.5,2.5,9.3,LAL,0.536
Caleb Houstan,2.5,0.545,4.6,0.1,0.242,0.5,1.2,0.3,3.0,2.6,0.516,5.0,1.0,0.71,1.4,68.0,7.0,17.0,1.7,1.8,6.3,PF,0.4,0.9,4.7,3TM,0.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caleb Martin,1.5,0.46,3.3,0.5,0.276,1.9,1.2,0.2,2.3,2.1,0.392,5.3,0.5,0.583,0.8,15.0,1.0,18.6,0.3,0.7,5.1,SG,0.1,0.5,2.5,ORL,0.443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Reddish,1.1,0.506,2.2,0.9,0.352,2.6,1.1,0.3,1.5,2.0,0.423,4.8,0.5,0.841,0.5,82.0,5.0,18.1,0.4,1.5,5.4,SG,0.3,0.5,2.0,POR,0.518,1.6,0.647,2.5,1.1,0.33,3.3,2.0,0.4,3.2,2.7,0.466,5.7,0.5,0.725,0.7,61.0,2.0,20.7,1.0,1.3,6.9,SG,0.5,0.5,4.2,MIL,0.56,1.2,0.607,2.0,0.8,0.331,2.5,1.6,0.5,3.3,2.0,0.455,4.5,0.5,0.775,0.6,67.0,4.0,18.6,0.9,1.0,5.4,SG,0.4,0.8,4.2,MIL,0.547
Cam Thomas,3.4,0.461,7.3,2.2,0.378,5.9,4.0,0.3,1.9,5.6,0.424,13.2,1.7,0.642,2.6,61.0,59.0,33.7,0.4,2.5,15.1,SG,1.2,1.8,2.4,LAC,0.508,1.7,0.522,3.2,1.4,0.318,4.3,2.2,0.3,1.8,3.1,0.406,7.5,0.7,0.526,1.3,76.0,15.0,26.7,0.3,2.7,8.1,SG,0.6,0.9,2.1,2TM,0.497,1.7,0.498,3.4,1.4,0.356,4.0,1.7,0.1,2.2,3.1,0.421,7.4,1.1,0.703,1.6,68.0,4.0,23.4,0.4,1.9,8.8,SG,0.7,0.7,2.6,HOU,0.517
Cam Whitmore,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,1.0,0.0,2.0,0.0,1.0,2.0,PG,0.0,0.0,1.0,IND,1.0,0.7,0.405,1.6,0.3,0.259,1.2,0.4,0.2,0.7,1.0,0.344,2.8,0.7,0.625,1.0,23.0,2.0,9.1,0.4,1.1,2.9,PG,0.5,0.4,1.0,IND,0.398,1.5,0.528,2.9,0.5,0.264,1.7,1.8,0.3,1.1,2.0,0.43,4.6,0.5,0.552,0.9,31.0,3.0,14.4,0.4,1.4,4.9,SG,0.5,0.7,1.5,IND,0.479
Cameron Johnson,2.7,0.494,5.5,1.8,0.409,4.4,1.6,0.6,5.4,4.5,0.456,9.8,1.3,0.898,1.4,77.0,77.0,24.7,0.3,1.9,12.0,C,0.6,0.7,5.7,DAL,0.547,1.4,0.415,3.4,1.3,0.312,4.0,0.7,0.4,3.0,2.6,0.359,7.4,0.8,0.78,1.0,51.0,20.0,15.6,0.1,1.5,7.3,PF,0.2,0.4,3.1,DAL,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron Payne,6.1,0.508,11.9,0.0,0.0,0.1,1.8,1.4,6.6,6.1,0.505,12.0,2.2,0.63,3.5,79.0,79.0,26.4,2.4,3.1,14.3,C,0.8,2.3,9.0,POR,0.505,5.8,0.523,11.1,0.0,0.103,0.4,3.2,1.4,7.0,5.8,0.508,11.5,3.9,0.773,5.1,72.0,72.0,27.4,3.4,3.5,15.6,C,1.0,2.3,10.4,POR,0.51,6.5,0.525,12.4,0.3,0.2,1.3,4.0,2.0,7.4,6.8,0.495,13.6,3.9,0.886,4.4,8.0,8.0,31.6,2.9,4.9,17.6,C,1.4,2.4,10.3,POR,0.505
Caris LeVert,3.0,0.474,6.2,0.3,0.233,1.2,1.5,0.2,0.9,3.2,0.435,7.4,1.6,0.87,1.8,25.0,7.0,16.8,0.5,0.6,8.4,PG,0.3,1.4,1.4,2TM,0.454,6.1,0.509,11.9,1.1,0.37,2.9,4.3,0.2,2.1,7.1,0.482,14.8,2.7,0.856,3.1,51.0,13.0,27.3,0.6,1.1,18.0,PG,0.6,1.6,2.7,MIN,0.518,6.5,0.535,12.1,0.9,0.306,2.9,5.6,0.3,1.9,7.4,0.49,15.1,2.4,0.871,2.8,50.0,15.0,26.0,0.5,1.0,18.1,PG,0.8,2.5,2.4,DET,0.52
Cason Wallace,0.0,0.0,0.5,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,,0.0,2.0,0.0,4.0,0.0,0.0,0.0,SG,0.0,1.0,1.0,DET,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedi Osman,1.7,0.599,2.8,1.0,0.364,2.8,0.9,0.4,2.7,2.7,0.481,5.7,1.1,0.684,1.6,61.0,15.0,25.6,0.4,1.6,7.5,PF,1.2,1.1,3.0,HOU,0.572,1.5,0.5,3.0,0.5,0.333,1.5,0.5,0.3,1.3,2.0,0.444,4.5,0.5,0.4,1.3,4.0,0.0,15.3,0.5,2.0,5.0,PF,0.3,0.5,1.8,LAC,0.5,0.7,0.667,1.0,0.0,0.0,0.7,0.0,0.0,0.3,0.7,0.4,1.7,0.3,0.5,0.7,3.0,0.0,8.3,0.3,0.0,1.7,PF,0.7,0.3,0.7,HOU,0.4
Charles Bassey,0.7,0.577,1.1,0.0,,0.0,0.3,0.2,1.2,0.7,0.577,1.1,0.5,0.846,0.6,23.0,0.0,4.9,0.3,0.5,1.8,PF,0.1,0.3,1.5,SAS,0.577,1.9,0.636,3.0,0.0,1.0,0.0,0.7,0.8,2.6,2.0,0.642,3.0,0.9,0.769,1.2,22.0,3.0,12.4,1.3,1.7,4.9,C,0.2,1.0,3.9,SAS,0.649,2.1,0.562,3.8,0.0,1.0,0.0,0.8,0.9,3.1,2.1,0.566,3.8,1.4,0.726,2.0,54.0,3.0,14.0,1.4,1.6,5.8,C,0.3,0.8,4.5,SAS,0.571
Charlie Brown Jr.,1.6,0.525,3.1,0.6,0.348,1.8,2.0,0.4,3.3,2.2,0.46,4.8,0.2,0.6,0.4,13.0,6.0,20.9,0.7,2.3,5.3,SG,1.0,1.2,4.0,GSW,0.524,1.6,0.718,2.2,0.7,0.402,1.7,2.8,0.5,3.9,2.3,0.579,3.9,0.4,0.71,0.6,53.0,16.0,20.9,0.5,2.1,5.7,SG,0.8,1.2,4.4,GSW,0.667,1.2,0.588,2.0,0.4,0.322,1.2,1.7,0.2,2.0,1.6,0.489,3.2,0.5,0.571,1.0,73.0,6.0,13.6,0.4,1.6,4.1,SF,0.7,0.9,2.4,GSW,0.549
Chet Holmgren,0.5,0.429,1.1,0.2,0.222,0.9,0.5,0.1,0.6,0.7,0.333,2.1,0.2,0.75,0.2,19.0,1.0,8.0,0.3,0.4,1.7,SF,0.1,0.3,0.8,IND,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chimezie Metu,1.1,0.385,2.9,1.3,0.342,3.9,1.4,0.1,0.9,2.4,0.36,6.7,0.5,0.842,0.6,63.0,0.0,13.6,0.1,1.0,6.7,SG,0.3,0.8,1.0,CHO,0.458,1.6,0.461,3.5,1.5,0.33,4.5,1.6,0.3,1.7,3.1,0.387,8.0,1.2,0.882,1.4,73.0,0.0,17.2,0.2,1.5,8.9,SG,0.5,1.2,1.9,CHO,0.48,2.8,0.542,5.2,1.1,0.284,3.7,2.1,0.3,2.4,3.9,0.434,8.9,1.5,0.82,1.8,55.0,1.0,21.3,0.5,1.3,10.3,SG,0.5,1.4,2.9,CHO,0.494
Chris Boucher,2.0,0.509,4.0,0.8,0.295,2.6,1.2,1.0,4.4,2.8,0.423,6.6,1.3,0.608,2.2,72.0,49.0,21.2,1.1,2.8,7.7,PF,0.7,1.5,5.5,PHO,0.482,1.2,0.472,2.5,0.4,0.222,1.7,0.5,0.3,2.4,1.6,0.372,4.2,0.7,0.711,1.0,43.0,2.0,11.6,0.9,1.9,4.2,PF,0.4,0.8,3.3,2TM,0.417,3.4,0.584,5.9,0.1,0.205,0.7,1.9,1.1,4.3,3.6,0.545,6.5,2.0,0.769,2.6,59.0,21.0,20.3,1.9,2.1,9.3,PF,0.7,1.3,6.2,GSW,0.556
Chris Duarte,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.5,0.0,,0.0,2.0,0.0,3.5,0.5,0.5,0.0,SG,0.5,0.0,1.0,BOS,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Livingston,2.6,0.471,5.5,1.0,0.299,3.5,1.7,0.6,2.3,3.7,0.404,9.0,0.9,0.462,1.9,63.0,35.0,23.9,1.1,2.0,9.2,SG,0.9,1.3,3.4,MIN,0.462,1.6,0.487,3.4,0.4,0.245,1.6,0.7,0.3,2.1,2.0,0.411,4.9,0.9,0.604,1.4,34.0,7.0,14.7,1.0,1.7,5.3,SG,0.5,0.8,3.1,MIN,0.449,1.1,0.443,2.4,0.3,0.255,1.3,0.9,0.1,0.9,1.4,0.378,3.6,0.4,0.471,0.9,37.0,0.0,9.1,0.4,1.1,3.5,SG,0.5,0.5,1.3,MEM,0.422
Chris Paul,3.6,0.495,7.2,1.2,0.37,3.2,2.3,0.4,3.4,4.8,0.457,10.4,2.2,0.861,2.6,80.0,18.0,24.6,0.6,1.7,12.9,SG,0.8,1.2,4.1,CHO,0.513,4.0,0.487,8.2,1.5,0.348,4.2,2.2,0.4,4.7,5.5,0.44,12.4,2.9,0.888,3.3,79.0,55.0,28.5,0.8,1.8,15.3,SG,1.1,1.0,5.5,CHO,0.499,3.5,0.508,7.0,1.2,0.335,3.4,2.1,0.5,3.8,4.7,0.451,10.4,2.0,0.836,2.4,46.0,42.0,28.1,0.5,2.3,12.5,SG,1.2,1.1,4.3,IND,0.506
Christian Braun,4.6,0.539,8.4,1.2,0.314,3.9,2.3,1.0,4.0,5.8,0.468,12.3,3.4,0.816,4.2,9.0,9.0,23.3,0.7,1.0,16.2,SF,2.0,1.8,4.7,SAS,0.518,7.5,0.542,13.8,1.9,0.371,5.0,3.3,0.4,6.0,9.3,0.496,18.8,6.1,0.854,7.1,60.0,60.0,34.0,1.3,1.5,26.6,SF,1.8,2.0,7.3,TOR,0.546,7.2,0.506,14.2,2.2,0.378,5.7,4.9,0.6,6.1,9.3,0.47,19.9,6.2,0.886,7.1,57.0,57.0,32.4,0.9,2.0,27.1,SF,1.8,2.6,7.1,LAC,0.524
Christian Wood,3.4,0.497,6.8,2.1,0.362,5.9,1.2,0.6,6.3,5.5,0.434,12.7,2.1,0.843,2.4,68.0,68.0,29.7,1.2,1.5,15.2,PF,0.6,1.2,7.5,CHI,0.518,4.3,0.479,8.9,2.3,0.361,6.4,1.4,0.6,7.6,6.6,0.43,15.3,3.3,0.872,3.8,52.0,51.0,32.3,1.4,2.3,18.7,PF,0.7,1.6,9.0,CHI,0.506,2.8,0.518,5.5,2.2,0.344,6.3,1.5,0.5,5.1,5.0,0.425,11.8,2.5,0.824,3.1,50.0,50.0,29.8,1.2,1.9,14.7,PF,0.8,1.6,6.3,CHI,0.517
